"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","EO","15","[c]","27270","25830"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","G6/G7","55","[c]","56110","55720"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SEO/HEO","50","[c]","37080","37680"
"New entrant CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","EO","15","[c]","31980","30740"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","[c]","36330","32970"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","10","[c]","29060","29690"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","25","[c]","60900","59000"
"New entrant CS","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","20","[c]","41290","42000"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scottish Prison Service","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Unknown","10","[c]","30280","30080"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","The National Archives","SEO/HEO","15","[c]","43540","41050"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","G6/G7","30","[c]","53790","52000"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Health Security Agency","SEO/HEO","45","[c]","37450","38970"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Hydrographic Office","SEO/HEO","10","[c]","38970","35210"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","EO","55","[c]","25310","24840"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","G6/G7","25","[c]","54090","52390"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","110","[c]","35810","37690"
"New entrant CS","2023","Digital, Data & Technology","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Central Civil Service Fast Stream","SEO/HEO","25","[c]","28840","28840"
"New entrant CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","AA/AO","15","[c]","21430","21380"
"New entrant CS","2023","Finance","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Companies House","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","AA/AO","35","[c]","22010","19460"
"New entrant CS","2023","Finance","Defence Equipment and Support","EO","20","[c]","26700","26600"
"New entrant CS","2023","Finance","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Equipment and Support","SEO/HEO","10","[c]","37720","35100"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Education (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","10","[c]","52630","50580"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","[c]","35430","37300"
"New entrant CS","2023","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","AA/AO","20","[c]","22540","21690"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","EO","10","[c]","24050","28120"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","G6/G7","10","[c]","57430","53810"
"New entrant CS","2023","Finance","Department for Work and Pensions (excl. agencies)","SEO/HEO","55","[c]","36920","37790"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","EO","10","[c]","27870","28770"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
