"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","FCDO Services","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Forestry and Land Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Forestry and Land Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Commercial Organisation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Commercial Organisation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Internal Audit Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Legal Department","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","135","[c]","21820","21780"
"Leaver CS","2023","50-59","Declared non-disabled","HM Courts and Tribunals Service","EO","35","[c]","26890","25830"
"Leaver CS","2023","50-59","Declared non-disabled","HM Courts and Tribunals Service","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","35","[c]","39820","41750"
"Leaver CS","2023","50-59","Declared non-disabled","HM Land Registry","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Land Registry","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Land Registry","SEO/HEO","35","[c]","39660","38940"
"Leaver CS","2023","50-59","Declared non-disabled","HM Prison and Probation Service","AA/AO","325","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Prison and Probation Service","EO","75","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Prison and Probation Service","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","75","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Prison and Probation Service","Unknown","175","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","155","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","90","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","70","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","130","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Health and Safety Executive","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Health and Safety Executive","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Home Office","AA/AO","35","[c]","23140","22400"
"Leaver CS","2023","50-59","Declared non-disabled","Home Office","EO","100","[c]","27580","27050"
"Leaver CS","2023","50-59","Declared non-disabled","Home Office","G6/G7","40","[c]","62050","61340"
"Leaver CS","2023","50-59","Declared non-disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Home Office","SEO/HEO","55","[c]","37990","36940"
"Leaver CS","2023","50-59","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Maritime and Coastguard Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Maritime and Coastguard Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Maritime and Coastguard Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Met Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Met Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","AA/AO","175","[c]","24900","22220"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","EO","85","[c]","30730","27470"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","G6/G7","30","[c]","64740","62830"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","SEO/HEO","140","[c]","40250","40580"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Crime Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Crime Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of the Public Guardian","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
