"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Crown Prosecution Service","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Legal","EO","40","[c]","27450","26900"
"New entrant CS","2023","Crown Prosecution Service","Legal","G7","100","[c]","51940","49050"
"New entrant CS","2023","Crown Prosecution Service","Legal","SEO","130","[c]","39420","38760"
"New entrant CS","2023","Crown Prosecution Service","Operational Delivery","AO","450","[c]","21760","21120"
"New entrant CS","2023","Crown Prosecution Service","Operational Delivery","EO","65","[c]","27340","26900"
"New entrant CS","2023","Crown Prosecution Service","Operational Delivery","HEO","10","[c]","31850","31180"
"New entrant CS","2023","Crown Prosecution Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Policy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Electronics and Components Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Commercial","AO","50","[c]","22480","21600"
"New entrant CS","2023","Defence Equipment and Support","Commercial","EO","10","[c]","27150","27000"
"New entrant CS","2023","Defence Equipment and Support","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Commercial","HEO","40","[c]","33090","32500"
"New entrant CS","2023","Defence Equipment and Support","Commercial","SEO","20","[c]","44460","43400"
"New entrant CS","2023","Defence Equipment and Support","Communications","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Digital, Data and Technology","AO","25","[c]","23370","24750"
"New entrant CS","2023","Defence Equipment and Support","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Digital, Data and Technology","HEO","20","[c]","32070","32500"
"New entrant CS","2023","Defence Equipment and Support","Digital, Data and Technology","SEO","10","[c]","42570","43400"
"New entrant CS","2023","Defence Equipment and Support","Finance","AO","35","[c]","22010","19460"
"New entrant CS","2023","Defence Equipment and Support","Finance","EO","20","[c]","26700","26600"
"New entrant CS","2023","Defence Equipment and Support","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Human Resources","AO","20","[c]","21340","21000"
"New entrant CS","2023","Defence Equipment and Support","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Operational Delivery","AO","90","[c]","20540","20500"
"New entrant CS","2023","Defence Equipment and Support","Operational Delivery","EO","25","[c]","28310","28600"
"New entrant CS","2023","Defence Equipment and Support","Operational Delivery","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Operational Delivery","G7","15","[c]","54340","54250"
"New entrant CS","2023","Defence Equipment and Support","Operational Delivery","HEO","75","[c]","32920","32500"
"New entrant CS","2023","Defence Equipment and Support","Operational Delivery","SEO","40","[c]","40430","40000"
"New entrant CS","2023","Defence Equipment and Support","Other","AO","80","[c]","21560","21100"
"New entrant CS","2023","Defence Equipment and Support","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Other","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Other","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Other","HEO","30","[c]","33020","32500"
"New entrant CS","2023","Defence Equipment and Support","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Other","SEO","30","[c]","39930","39500"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","AO","55","[c]","22480","24750"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","EO","20","[c]","26780","26000"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","HEO","45","[c]","32470","32500"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Project Delivery","SEO","40","[c]","40370","39500"
"New entrant CS","2023","Defence Equipment and Support","Science and Engineering","AO","105","[c]","22200","20750"
"New entrant CS","2023","Defence Equipment and Support","Science and Engineering","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Science and Engineering","G7","20","[c]","61300","60000"
"New entrant CS","2023","Defence Equipment and Support","Science and Engineering","HEO","130","[c]","34180","33000"
"New entrant CS","2023","Defence Equipment and Support","Science and Engineering","SEO","115","[c]","45660","45000"
"New entrant CS","2023","Defence Equipment and Support","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Security","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Human Resources","EO","15","[c]","23920","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Delivery","AO","15","[c]","19430","19430"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Delivery","EO","10","[c]","24200","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Delivery","G7","10","[c]","51060","50130"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Delivery","HEO","15","[c]","30290","30650"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Research","G7","10","[c]","50730","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Research","HEO","25","[c]","27940","27330"
"New entrant CS","2023","Defence Science and Technology Laboratory","Operational Research","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","AA","20","[c]","19290","19280"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","G7","25","[c]","50870","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","HEO","50","[c]","28130","27330"
"New entrant CS","2023","Defence Science and Technology Laboratory","Other","SEO","10","[c]","37490","36940"
"New entrant CS","2023","Defence Science and Technology Laboratory","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Project Delivery","EO","25","[c]","24610","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Project Delivery","G7","20","[c]","49360","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","Project Delivery","HEO","30","[c]","29930","30650"
"New entrant CS","2023","Defence Science and Technology Laboratory","Project Delivery","SEO","10","[c]","39080","39890"
"New entrant CS","2023","Defence Science and Technology Laboratory","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Science and Engineering","AA","35","[c]","19290","19280"
"New entrant CS","2023","Defence Science and Technology Laboratory","Science and Engineering","AO","40","[c]","21910","23340"
"New entrant CS","2023","Defence Science and Technology Laboratory","Science and Engineering","EO","15","[c]","24930","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Science and Engineering","G7","40","[c]","50540","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","Science and Engineering","HEO","200","[c]","28840","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","Science and Engineering","SEO","60","[c]","39160","39890"
"New entrant CS","2023","Defence Science and Technology Laboratory","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Security","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","HEO","15","[c]","37660","39050"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","AO","[c]","[c]","[c]","[c]"
