"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
