"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Female","40","[c]","44630","41870"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Female","95","[c]","28800","28120"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Male","75","[c]","29350","28120"
"Leaver Dept.","2023","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Serious Fraud Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Serious Fraud Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions (excl. agencies)","Female","30","[c]","23800","21690"
"Leaver Dept.","2023","Debt","Department for Work and Pensions (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs (excl. agencies)","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs (excl. agencies)","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","40","[c]","43660","40600"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","40","[c]","49580","51960"
"Leaver Dept.","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Companies House","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Companies House","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Prosecution Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
