"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","325","[c]","37740","36160"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","AA/AO","30","[c]","21630","21720"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","EO","50","[c]","25070","24610"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","G6/G7","55","[c]","55180","51290"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","95","[c]","35050","34000"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","15","[c]","35180","33520"
"Leaver Dept.","2023","Central Civil Service Fast Stream","London","SEO/HEO","385","[c]","31850","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Outside London","SEO/HEO","100","[c]","31830","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Unknown","SEO/HEO","35","[c]","31080","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","SEO/HEO","15","[c]","29940","29270"
"Leaver Dept.","2023","Companies House","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","EO","10","[c]","26350","25610"
"Leaver Dept.","2023","Companies House","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","SEO/HEO","20","[c]","38850","40680"
"Leaver Dept.","2023","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","SEO/HEO","10","[c]","36320","34620"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","SEO/HEO","20","[c]","36720","38980"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","AA/AO","10","[c]","24890","24480"
"Leaver Dept.","2023","Crown Prosecution Service","London","EO","10","[c]","28300","28200"
"Leaver Dept.","2023","Crown Prosecution Service","London","G6/G7","10","[c]","60530","55850"
"Leaver Dept.","2023","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","SEO/HEO","10","[c]","36940","32660"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","AA/AO","15","[c]","23590","22870"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","EO","25","[c]","27570","26900"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","G6/G7","20","[c]","53970","52380"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","SEO/HEO","20","[c]","34960","32570"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","SEO/HEO","35","[c]","36830","33610"
"Leaver Dept.","2023","Defence Equipment and Support","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","G6/G7","25","[c]","52670","49260"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","SEO/HEO","25","[c]","35480","38070"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","25","[c]","27960","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","160","[c]","56810","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","15","[c]","86680","75810"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","230","[c]","36830","35050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","10","[c]","51490","49200"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","30","[c]","32040","30360"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","20","[c]","27210","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6/G7","80","[c]","56200","54030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","10","[c]","87400","76700"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SEO/HEO","110","[c]","36120","35620"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","EO","15","[c]","30160","29530"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","G6/G7","50","[c]","60380","56040"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","SCS level","15","[c]","89590","84500"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","SEO/HEO","90","[c]","39630","41440"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","EO","35","[c]","26360","25900"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","G6/G7","70","[c]","54760","52150"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","SEO/HEO","170","[c]","36410","37590"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","135","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","140","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","EO","25","[c]","26460","26250"
"Leaver Dept.","2023","Department for International Trade","London","G6/G7","50","[c]","56750","55370"
"Leaver Dept.","2023","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","SEO/HEO","110","[c]","36120","35270"
"Leaver Dept.","2023","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","45","[c]","28490","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","100","[c]","57820","54870"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","15","[c]","88300","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","150","[c]","35980","34310"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","15","[c]","26440","26100"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","30","[c]","52400","49700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","85","[c]","34720","34060"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","EO","20","[c]","31270","30920"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","G6/G7","55","[c]","59370","55740"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","SEO/HEO","105","[c]","38410","35760"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","SEO/HEO","30","[c]","35000","33760"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","AA/AO","20","[c]","25220","25610"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","EO","260","[c]","32050","32520"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","G6/G7","40","[c]","61470","58350"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","105","[c]","38720","39150"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","545","[c]","21600","21690"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","EO","1270","[c]","28070","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","75","[c]","55940","51330"
