"Status","Year","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Justice","Essex Thames Gateway","Female","150","135","28410","25830"
"In post","2023","Ministry of Justice","Essex Thames Gateway","Male","30","30","28420","25300"
"In post","2023","Ministry of Justice","Flintshire and Wrexham","Female","535","515","29600","28880"
"In post","2023","Ministry of Justice","Flintshire and Wrexham","Male","425","420","31580","30410"
"In post","2023","Ministry of Justice","Glasgow City","Female","305","275","28700","25830"
"In post","2023","Ministry of Justice","Glasgow City","Male","265","255","30440","25830"
"In post","2023","Ministry of Justice","Gloucestershire CC","Female","205","180","28970","25830"
"In post","2023","Ministry of Justice","Gloucestershire CC","Male","70","65","31530","26840"
"In post","2023","Ministry of Justice","Greater Manchester North East","Female","325","305","29600","28880"
"In post","2023","Ministry of Justice","Greater Manchester North East","Male","190","180","32790","30810"
"In post","2023","Ministry of Justice","Greater Manchester North West","Female","420","400","29810","28880"
"In post","2023","Ministry of Justice","Greater Manchester North West","Male","280","270","31100","29890"
"In post","2023","Ministry of Justice","Greater Manchester South East","Female","195","175","29310","25300"
"In post","2023","Ministry of Justice","Greater Manchester South East","Male","40","35","30810","26330"
"In post","2023","Ministry of Justice","Greater Manchester South West","Female","390","360","27350","24070"
"In post","2023","Ministry of Justice","Greater Manchester South West","Male","230","220","28550","25320"
"In post","2023","Ministry of Justice","Gwent Valleys","Female","160","145","28590","24570"
"In post","2023","Ministry of Justice","Gwent Valleys","Male","30","30","[c]","[c]"
"In post","2023","Ministry of Justice","Gwynedd","Female","95","90","28220","25830"
"In post","2023","Ministry of Justice","Gwynedd","Male","45","45","30120","26840"
"In post","2023","Ministry of Justice","Hackney and Newham","Female","115","110","31530","28580"
"In post","2023","Ministry of Justice","Hackney and Newham","Male","60","60","31200","29300"
"In post","2023","Ministry of Justice","Haringey and Islington","Female","605","570","33100","31000"
"In post","2023","Ministry of Justice","Haringey and Islington","Male","470","460","35280","35610"
"In post","2023","Ministry of Justice","Harrow and Hillingdon","Female","95","85","33160","29660"
"In post","2023","Ministry of Justice","Harrow and Hillingdon","Male","40","40","34580","29660"
"In post","2023","Ministry of Justice","Hartlepool and Stockton-on-Tees","Female","510","480","30750","29050"
"In post","2023","Ministry of Justice","Hartlepool and Stockton-on-Tees","Male","460","435","32450","31510"
"In post","2023","Ministry of Justice","Heart of Essex","Female","405","365","28790","26840"
"In post","2023","Ministry of Justice","Heart of Essex","Male","320","310","32800","31100"
"In post","2023","Ministry of Justice","Herefordshire, County of","Female","35","30","31070","30810"
"In post","2023","Ministry of Justice","Herefordshire, County of","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Hertfordshire CC","Female","500","460","31140","29050"
"In post","2023","Ministry of Justice","Hertfordshire CC","Male","325","320","32420","31490"
"In post","2023","Ministry of Justice","Hounslow and Richmond upon Thames","Female","535","500","33230","34110"
"In post","2023","Ministry of Justice","Hounslow and Richmond upon Thames","Male","490","475","35630","35810"
"In post","2023","Ministry of Justice","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Isle of Wight","Female","255","235","29140","28480"
"In post","2023","Ministry of Justice","Isle of Wight","Male","420","400","31670","32060"
"In post","2023","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Female","305","290","34820","33800"
"In post","2023","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","Male","355","340","35670","34980"
"In post","2023","Ministry of Justice","Kent Thames Gateway","Female","605","560","30140","28960"
"In post","2023","Ministry of Justice","Kent Thames Gateway","Male","675","645","33480","32920"
"In post","2023","Ministry of Justice","Kingston upon Hull, City of","Female","475","430","29540","28880"
"In post","2023","Ministry of Justice","Kingston upon Hull, City of","Male","435","420","31550","31640"
"In post","2023","Ministry of Justice","Lambeth","Female","270","260","36840","33800"
"In post","2023","Ministry of Justice","Lambeth","Male","230","220","37860","35590"
"In post","2023","Ministry of Justice","Lancaster and Wyre","Female","210","195","30590","28880"
"In post","2023","Ministry of Justice","Lancaster and Wyre","Male","210","200","31760","31750"
"In post","2023","Ministry of Justice","Leeds","Female","1640","1530","31850","30410"
"In post","2023","Ministry of Justice","Leeds","Male","1250","1215","33430","31510"
"In post","2023","Ministry of Justice","Leicester","Female","680","620","28650","25340"
"In post","2023","Ministry of Justice","Leicester","Male","390","375","29180","26070"
"In post","2023","Ministry of Justice","Leicestershire CC and Rutland","Female","650","580","28670","26260"
"In post","2023","Ministry of Justice","Leicestershire CC and Rutland","Male","565","545","32340","31510"
"In post","2023","Ministry of Justice","Lewisham and Southwark","Female","460","435","35640","33050"
"In post","2023","Ministry of Justice","Lewisham and Southwark","Male","200","195","34820","33050"
"In post","2023","Ministry of Justice","Lincolnshire CC","Female","605","565","29490","27510"
"In post","2023","Ministry of Justice","Lincolnshire CC","Male","570","545","32380","32000"
"In post","2023","Ministry of Justice","Liverpool","Female","945","875","28810","25830"
"In post","2023","Ministry of Justice","Liverpool","Male","670","630","31110","30410"
"In post","2023","Ministry of Justice","Luton","Female","175","155","27690","25300"
"In post","2023","Ministry of Justice","Luton","Male","45","40","26110","22710"
"In post","2023","Ministry of Justice","Manchester","Female","1215","1140","29970","26840"
"In post","2023","Ministry of Justice","Manchester","Male","875","835","31840","30410"
"In post","2023","Ministry of Justice","Medway","Female","490","460","31380","30440"
"In post","2023","Ministry of Justice","Medway","Male","385","375","33210","32000"
"In post","2023","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Female","165","145","31730","29660"
"In post","2023","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Male","50","50","32580","29660"
"In post","2023","Ministry of Justice","Mid Kent","Female","365","330","29750","27940"
"In post","2023","Ministry of Justice","Mid Kent","Male","280","270","32550","32000"
"In post","2023","Ministry of Justice","Mid Lancashire","Female","610","560","30590","28480"
"In post","2023","Ministry of Justice","Mid Lancashire","Male","470","435","33560","32920"
"In post","2023","Ministry of Justice","Milton Keynes","Female","335","320","30640","29130"
"In post","2023","Ministry of Justice","Milton Keynes","Male","315","310","33930","33940"
"In post","2023","Ministry of Justice","Monmouthshire and Newport","Female","430","390","29430","26850"
"In post","2023","Ministry of Justice","Monmouthshire and Newport","Male","260","240","33380","32920"
"In post","2023","Ministry of Justice","North Hampshire","Female","140","130","28180","24570"
"In post","2023","Ministry of Justice","North Hampshire","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Justice","North Northamptonshire","Female","90","85","30640","29050"
"In post","2023","Ministry of Justice","North Northamptonshire","Male","20","20","[c]","[c]"
"In post","2023","Ministry of Justice","North Nottinghamshire","Female","425","395","30840","28880"
"In post","2023","Ministry of Justice","North Nottinghamshire","Male","375","360","31740","30410"
"In post","2023","Ministry of Justice","North Yorkshire CC","Female","125","110","30390","26840"
"In post","2023","Ministry of Justice","North Yorkshire CC","Male","35","30","29340","26840"
"In post","2023","Ministry of Justice","North and North East Lincolnshire","Female","160","145","28920","26330"
"In post","2023","Ministry of Justice","North and North East Lincolnshire","Male","30","30","30430","26840"
"In post","2023","Ministry of Justice","North and West Norfolk","Female","190","170","30270","28680"
"In post","2023","Ministry of Justice","North and West Norfolk","Male","235","225","32540","32420"
"In post","2023","Ministry of Justice","Northumberland","Female","70","65","30550","29050"
"In post","2023","Ministry of Justice","Northumberland","Male","30","25","[c]","[c]"
"In post","2023","Ministry of Justice","Norwich and East Norfolk","Female","440","400","27530","25210"
"In post","2023","Ministry of Justice","Norwich and East Norfolk","Male","460","445","30390","28880"
"In post","2023","Ministry of Justice","Nottingham","Female","1050","965","28530","25830"
"In post","2023","Ministry of Justice","Nottingham","Male","790","755","30740","29050"
"In post","2023","Ministry of Justice","Oxfordshire CC","Female","500","455","31200","30810"
"In post","2023","Ministry of Justice","Oxfordshire CC","Male","495","475","34650","33910"
"In post","2023","Ministry of Justice","Peterborough","Female","220","205","32830","29050"
"In post","2023","Ministry of Justice","Peterborough","Male","95","95","38420","34170"
"In post","2023","Ministry of Justice","Plymouth","Female","195","175","28810","25300"
"In post","2023","Ministry of Justice","Plymouth","Male","70","65","34150","29050"
"In post","2023","Ministry of Justice","Portsmouth","Female","185","150","28410","24570"
"In post","2023","Ministry of Justice","Portsmouth","Male","55","55","30070","26330"
"In post","2023","Ministry of Justice","Powys","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Justice","Powys","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Redbridge and Waltham Forest","Female","190","175","31980","29660"
"In post","2023","Ministry of Justice","Redbridge and Waltham Forest","Male","65","60","34560","33050"
"In post","2023","Ministry of Justice","Sandwell","Female","85","75","27210","25300"
"In post","2023","Ministry of Justice","Sandwell","Male","35","35","30270","29050"
"In post","2023","Ministry of Justice","Sefton","Female","95","90","29290","26840"
"In post","2023","Ministry of Justice","Sefton","Male","40","35","30800","27170"
"In post","2023","Ministry of Justice","Sheffield","Female","400","360","31670","29050"
"In post","2023","Ministry of Justice","Sheffield","Male","190","185","39560","37680"
"In post","2023","Ministry of Justice","Shropshire","Female","190","180","29690","28480"
"In post","2023","Ministry of Justice","Shropshire","Male","265","250","32630","32060"
"In post","2023","Ministry of Justice","Somerset CC","Female","165","150","28440","25300"
"In post","2023","Ministry of Justice","Somerset CC","Male","65","65","29220","26500"
"In post","2023","Ministry of Justice","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","South Hampshire","Female","130","120","27880","24570"
"In post","2023","Ministry of Justice","South Hampshire","Male","35","30","30340","26840"
"In post","2023","Ministry of Justice","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","South Nottinghamshire","Female","225","210","31900","28880"
"In post","2023","Ministry of Justice","South Nottinghamshire","Male","245","230","31990","31510"
"In post","2023","Ministry of Justice","South Teesside","Female","260","225","28770","25830"
"In post","2023","Ministry of Justice","South Teesside","Male","85","80","27790","25300"
"In post","2023","Ministry of Justice","South West Wales","Female","135","125","29010","25300"
"In post","2023","Ministry of Justice","South West Wales","Male","55","55","30800","29050"
"In post","2023","Ministry of Justice","South and West Derbyshire","Female","305","280","31680","29880"
"In post","2023","Ministry of Justice","South and West Derbyshire","Male","210","200","33190","32060"
"In post","2023","Ministry of Justice","Southampton","Female","225","200","28520","25560"
"In post","2023","Ministry of Justice","Southampton","Male","55","50","30060","26840"
"In post","2023","Ministry of Justice","Southend-on-Sea","Female","90","75","28010","26840"
"In post","2023","Ministry of Justice","Southend-on-Sea","Male","40","40","27810","25830"
"In post","2023","Ministry of Justice","Staffordshire CC","Female","1345","1260","31330","29050"
"In post","2023","Ministry of Justice","Staffordshire CC","Male","1235","1180","33030","32060"
"In post","2023","Ministry of Justice","Stoke-on-Trent","Female","515","460","25260","21780"
"In post","2023","Ministry of Justice","Stoke-on-Trent","Male","200","185","25220","21780"
"In post","2023","Ministry of Justice","Suffolk CC","Female","810","730","30310","28480"
"In post","2023","Ministry of Justice","Suffolk CC","Male","655","625","32930","32440"
