"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Home Office","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Outside London","SEO/HEO","HEO","85","[c]","32600","32160"
"Leaver Dept.","2023","Home Office","Outside London","SEO/HEO","SEO","60","[c]","39930","39190"
"Leaver Dept.","2023","Home Office","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","London","EO","EO","20","[c]","30570","30750"
"Leaver Dept.","2023","Ministry of Defence","London","G6/G7","G6","15","[c]","70640","71800"
"Leaver Dept.","2023","Ministry of Defence","London","G6/G7","G7","20","[c]","58580","59730"
"Leaver Dept.","2023","Ministry of Defence","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","London","SEO/HEO","HEO","25","[c]","37760","37850"
"Leaver Dept.","2023","Ministry of Defence","London","SEO/HEO","SEO","55","[c]","45990","45750"
"Leaver Dept.","2023","Ministry of Defence","Outside London","AA/AO","AA","40","[c]","23140","21810"
"Leaver Dept.","2023","Ministry of Defence","Outside London","AA/AO","AO","105","[c]","22420","22220"
"Leaver Dept.","2023","Ministry of Defence","Outside London","EO","EO","70","[c]","27230","27140"
"Leaver Dept.","2023","Ministry of Defence","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Outside London","G6/G7","G7","70","[c]","51680","54440"
"Leaver Dept.","2023","Ministry of Defence","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Outside London","SEO/HEO","HEO","125","[c]","33930","33990"
"Leaver Dept.","2023","Ministry of Defence","Outside London","SEO/HEO","SEO","115","[c]","41730","41270"
"Leaver Dept.","2023","Ministry of Defence","Outside London","Unknown","Unknown","15","[c]","40530","38790"
"Leaver Dept.","2023","Ministry of Defence","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","London","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","London","AA/AO","AO","125","[c]","25110","25480"
"Leaver Dept.","2023","Ministry of Justice","London","EO","EO","90","[c]","29450","29660"
"Leaver Dept.","2023","Ministry of Justice","London","G6/G7","G6","20","[c]","69430","69440"
"Leaver Dept.","2023","Ministry of Justice","London","G6/G7","G7","70","[c]","58900","56080"
"Leaver Dept.","2023","Ministry of Justice","London","SCS level","SCS level","15","[c]","89240","85800"
"Leaver Dept.","2023","Ministry of Justice","London","SEO/HEO","HEO","140","[c]","34860","35410"
"Leaver Dept.","2023","Ministry of Justice","London","SEO/HEO","SEO","130","[c]","43940","43650"
"Leaver Dept.","2023","Ministry of Justice","London","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Outside London","AA/AO","AA","65","[c]","19690","19930"
"Leaver Dept.","2023","Ministry of Justice","Outside London","AA/AO","AO","510","[c]","21630","21780"
"Leaver Dept.","2023","Ministry of Justice","Outside London","EO","EO","180","[c]","25930","25830"
"Leaver Dept.","2023","Ministry of Justice","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Outside London","G6/G7","G7","40","[c]","53830","51770"
"Leaver Dept.","2023","Ministry of Justice","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Outside London","SEO/HEO","HEO","135","[c]","31830","31270"
"Leaver Dept.","2023","Ministry of Justice","Outside London","SEO/HEO","SEO","115","[c]","39390","38900"
"Leaver Dept.","2023","Ministry of Justice","Outside London","Unknown","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","EO","EO","15","[c]","37110","36930"
"Leaver Dept.","2023","National Crime Agency","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","London","SEO/HEO","HEO","10","[c]","44060","42240"
"Leaver Dept.","2023","National Crime Agency","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Outside London","AA/AO","AO","15","[c]","26670","22950"
"Leaver Dept.","2023","National Crime Agency","Outside London","EO","EO","15","[c]","33130","32770"
"Leaver Dept.","2023","National Crime Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Outside London","SEO/HEO","HEO","20","[c]","38810","38640"
"Leaver Dept.","2023","National Crime Agency","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","EO","EO","10","[c]","26950","25890"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","SEO/HEO","HEO","15","[c]","34780","34850"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","EO","EO","15","[c]","25510","24770"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","SEO/HEO","HEO","10","[c]","32250","32340"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Outside London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Outside London","AA/AO","AO","30","[c]","26170","26220"
"Leaver Dept.","2023","Scottish Government","Outside London","EO","EO","35","[c]","30950","31180"
"Leaver Dept.","2023","Scottish Government","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Outside London","G6/G7","G7","20","[c]","60060","58850"
"Leaver Dept.","2023","Scottish Government","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Outside London","SEO/HEO","HEO","40","[c]","37200","37250"
"Leaver Dept.","2023","Scottish Government","Outside London","SEO/HEO","SEO","25","[c]","47070","48030"
"Leaver Dept.","2023","Scottish Government","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","London","SEO/HEO","HEO","15","[c]","33690","33710"
"Leaver Dept.","2023","UK Statistics Authority","London","SEO/HEO","SEO","10","[c]","41650","41340"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","AA/AO","AA","10","[c]","21750","21200"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","AA/AO","AO","30","[c]","21210","21200"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","EO","EO","20","[c]","24620","24840"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","G6/G7","G7","20","[c]","51590","51210"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","SEO/HEO","HEO","70","[c]","31160","31060"
"Leaver Dept.","2023","UK Statistics Authority","Outside London","SEO/HEO","SEO","45","[c]","38100","37760"
