"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","70","[c]","25160","22180"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","Digital, Data and Technology","20","[c]","36610","36720"
"Leaver CS","2023","The National Archives","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","Operational Delivery","35","[c]","27390","24990"
"Leaver CS","2023","The National Archives","The National Archives","Other","15","[c]","38210","33000"
"Leaver CS","2023","The National Archives","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","Unknown","40","[c]","44510","38330"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Digital, Data and Technology","15","[c]","54630","43000"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Operational Delivery","40","[c]","58580","44500"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Digital, Data and Technology","15","[c]","35570","34530"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Human Resources","10","[c]","49750","40070"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Medicine","65","[c]","77640","71610"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Operational Delivery","1400","[c]","40290","34220"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","Science and Engineering","415","[c]","36500","34110"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","20","[c]","40420","43150"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Geography","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Operational Delivery","35","[c]","25200","21690"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Digital, Data and Technology","85","[c]","40290","37690"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Economics","45","[c]","22830","19860"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Human Resources","20","[c]","39290","33360"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Operational Delivery","425","[c]","25030","21200"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Project Delivery","25","[c]","41320","37690"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Social Research","25","[c]","38580","34300"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","Statistics","35","[c]","39850","36840"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","80","[c]","25730","22520"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Property","160","[c]","38880","35530"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
