"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Intellectual Property Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Medicine","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Met Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Security","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Public Guardian","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Public Guardian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
