"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North East (England)","Female","40","40","63610","52750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","310","300","43990","40650"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","160","160","43500","33130"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South East (England)","Female","90","90","64110","66170"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South East (England)","Male","50","45","72660","77470"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","195","180","48410","41050"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","105","100","50170","41050"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Wales","Female","10","10","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Female","85","85","55920","52750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Male","40","40","64230","77470"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Female","80","75","62830","61480"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","London","Female","215","210","52480","48170"
"In post","2023","White","Office of Gas and Electricity Markets","London","Male","270","270","54840","53030"
"In post","2023","White","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Scotland","Female","250","245","39200","34430"
"In post","2023","White","Office of Gas and Electricity Markets","Scotland","Male","285","285","39100","32340"
"In post","2023","White","Office of Gas and Electricity Markets","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Wales","Female","15","15","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Wales","Male","15","15","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","Female","160","150","44450","41190"
"In post","2023","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","Male","100","95","49070","47780"
"In post","2023","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Rail and Road","London","Female","60","55","55930","57950"
"In post","2023","White","Office of Rail and Road","London","Male","85","80","63290","58830"
"In post","2023","White","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Rail and Road","North West (England)","Female","15","10","[c]","[c]"
"In post","2023","White","Office of Rail and Road","North West (England)","Male","10","5","[c]","[c]"
"In post","2023","White","Office of Rail and Road","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Scotland","Female","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Scotland","Male","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Rail and Road","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","White","Office of Rail and Road","South West (England)","Male","20","20","[c]","[c]"
"In post","2023","White","Office of Rail and Road","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Rail and Road","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","White","Office of Rail and Road","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","White","Office of Rail and Road","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
