"Status","Year","Age","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","No function","10","5","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","No function","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","No function","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
