"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Legal","Mid Lancashire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northumberland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Nottingham","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Nottingham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Portsmouth","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Sefton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Sefton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South Teesside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South Teesside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Southampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Southampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Suffolk CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Suffolk CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Swansea","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tower Hamlets","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tower Hamlets","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tyneside","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tyneside","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Walsall","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Walsall","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Westminster","Female","165","[c]","53430","52790"
"Leaver CS","2023","Legal","Westminster","Male","130","[c]","57560","55170"
"Leaver CS","2023","Legal","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Barnet","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Barnet","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Berkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Cardiff and Vale of Glamorgan","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Cardiff and Vale of Glamorgan","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Central Hampshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Devon CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Dorset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Dorset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Essex Haven Gateway","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lambeth","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Liverpool","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Medway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Medway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","North Hampshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","North Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","North Yorkshire CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","North Yorkshire CC","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Nottingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Oxfordshire CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Portsmouth","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Shropshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","South Nottinghamshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","South Nottinghamshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","South West Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","South West Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Staffordshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Suffolk CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Swansea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Telford and Wrekin","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Tower Hamlets","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Tower Hamlets","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Warwickshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","West Essex","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","West Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","West Surrey","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Westminster","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Wiltshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Wiltshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Aberdeen City and Aberdeenshire","Female","35","[c]","28860","26740"
"Leaver CS","2023","Operational Delivery","Aberdeen City and Aberdeenshire","Male","40","[c]","32520","26960"
"Leaver CS","2023","Operational Delivery","Angus and Dundee City","Female","65","[c]","24110","22080"
"Leaver CS","2023","Operational Delivery","Angus and Dundee City","Male","30","[c]","24110","21690"
"Leaver CS","2023","Operational Delivery","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Barking & Dagenham and Havering","Female","40","[c]","30300","31060"
"Leaver CS","2023","Operational Delivery","Barking & Dagenham and Havering","Male","25","[c]","[c]","[c]"
