"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Legal","Health and Safety Executive","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Medicines and Healthcare Products Regulatory Agency","15","[c]","44700","39310"
"New entrant CS","2023","Legal","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Ministry of Justice (excl. agencies)","20","[c]","34890","29660"
"New entrant CS","2023","Legal","National Crime Agency","10","[c]","45140","34340"
"New entrant CS","2023","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Gas and Electricity Markets","25","[c]","52390","55000"
"New entrant CS","2023","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Office of the Public Guardian","10","[c]","29740","25830"
"New entrant CS","2023","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Serious Fraud Office","10","[c]","54810","54230"
"New entrant CS","2023","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Export Finance","10","[c]","54820","46730"
"New entrant CS","2023","Legal","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","UK Supreme Court","15","[c]","34770","37230"
"New entrant CS","2023","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Active Travel England","25","[c]","50050","39430"
"New entrant CS","2023","No function","Advisory, Conciliation and Arbitration Service","35","[c]","27230","25160"
"New entrant CS","2023","No function","Animal and Plant Health Agency","515","[c]","26830","25340"
"New entrant CS","2023","No function","Cabinet Office (excl. agencies)","135","[c]","39260","28370"
"New entrant CS","2023","No function","Charity Commission","45","[c]","28360","25300"
"New entrant CS","2023","No function","Companies House","120","[c]","26290","21380"
"New entrant CS","2023","No function","Criminal Injuries Compensation Authority","40","[c]","23970","21780"
"New entrant CS","2023","No function","Crown Commercial Service","10","[c]","23410","20740"
"New entrant CS","2023","No function","Crown Office and Procurator Fiscal Service","160","[c]","25410","22180"
"New entrant CS","2023","No function","Defence Equipment and Support","785","[c]","33360","32500"
"New entrant CS","2023","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","350","[c]","37270","32700"
"New entrant CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","110","[c]","34520","35040"
"New entrant CS","2023","No function","Department for Education (excl. agencies)","150","[c]","32530","30330"
"New entrant CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","545","[c]","40170","37300"
"New entrant CS","2023","No function","Department for International Trade","555","[c]","40720","39400"
"New entrant CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","140","[c]","37320","33880"
"New entrant CS","2023","No function","Department for Transport (excl. agencies)","200","[c]","37750","35400"
"New entrant CS","2023","No function","Department for Work and Pensions (excl. agencies)","1640","[c]","24800","21690"
"New entrant CS","2023","No function","Department of Health and Social Care (excl. agencies)","210","[c]","37050","34190"
"New entrant CS","2023","No function","Driver and Vehicle Licensing Agency","575","[c]","21750","22500"
"New entrant CS","2023","No function","Driver and Vehicle Standards Agency","555","[c]","26600","26780"
"New entrant CS","2023","No function","Education and Skills Funding Agency","15","[c]","36620","30330"
"New entrant CS","2023","No function","Food Standards Agency","125","[c]","31700","30960"
"New entrant CS","2023","No function","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Government Internal Audit Agency","10","[c]","35170","32640"
"New entrant CS","2023","No function","HM Courts and Tribunals Service","1590","[c]","22910","21780"
"New entrant CS","2023","No function","HM Land Registry","240","[c]","24840","23390"
"New entrant CS","2023","No function","HM Prison and Probation Service","11610","[c]","26330","24070"
"New entrant CS","2023","No function","HM Revenue and Customs (excl. agencies)","2095","[c]","24740","22520"
"New entrant CS","2023","No function","HM Treasury (excl. agencies)","185","[c]","31130","28500"
"New entrant CS","2023","No function","Health and Safety Executive","255","[c]","32570","27320"
"New entrant CS","2023","No function","Home Office","7390","[c]","25750","25750"
"New entrant CS","2023","No function","Intellectual Property Office","20","[c]","33880","30950"
"New entrant CS","2023","No function","Legal Aid Agency","80","[c]","22060","21780"
"New entrant CS","2023","No function","Maritime and Coastguard Agency","160","[c]","29140","22500"
"New entrant CS","2023","No function","Ministry of Defence (excl. agencies)","1460","[c]","29910","22220"
"New entrant CS","2023","No function","Ministry of Justice (excl. agencies)","220","[c]","33610","31270"
"New entrant CS","2023","No function","National Crime Agency","385","[c]","37660","36040"
"New entrant CS","2023","No function","National Infrastructure Commission","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","National Savings and Investments","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Office for Standards in Education, Children's Services and Skills","365","[c]","53930","52750"
"New entrant CS","2023","No function","Office of Gas and Electricity Markets","190","[c]","34380","27000"
"New entrant CS","2023","No function","Office of Qualifications and Examinations Regulation","60","[c]","37910","33810"
"New entrant CS","2023","No function","Office of Rail and Road","20","[c]","43610","44260"
"New entrant CS","2023","No function","Office of the Public Guardian","325","[c]","22280","21780"
"New entrant CS","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Planning Inspectorate","135","[c]","39810","41840"
"New entrant CS","2023","No function","Registers of Scotland","40","[c]","26330","24010"
"New entrant CS","2023","No function","Scottish Courts and Tribunals Service","190","[c]","23800","23190"
"New entrant CS","2023","No function","Scottish Prison Service","335","[c]","26580","24710"
"New entrant CS","2023","No function","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Teaching Regulation Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","The Insolvency Service","45","[c]","25540","22180"
"New entrant CS","2023","No function","The National Archives","65","[c]","28500","26500"
"New entrant CS","2023","No function","UK Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","UK Health Security Agency","800","[c]","41510","34300"
"New entrant CS","2023","No function","UK Hydrographic Office","70","[c]","29400","27610"
"New entrant CS","2023","No function","UK Statistics Authority","525","[c]","24130","21200"
"New entrant CS","2023","No function","Vehicle Certification Agency","25","[c]","27510","27240"
"New entrant CS","2023","No function","Veterinary Medicines Directorate","10","[c]","39610","40260"
"New entrant CS","2023","No function","Water Services Regulation Authority","20","[c]","51500","48000"
"New entrant CS","2023","Project Delivery","Active Travel England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Animal and Plant Health Agency","20","[c]","22340","22150"
"New entrant CS","2023","Project Delivery","Building Digital UK","25","[c]","32500","31880"
"New entrant CS","2023","Project Delivery","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Central Civil Service Fast Stream","95","[c]","28900","28840"
"New entrant CS","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Companies House","15","[c]","40190","42330"
"New entrant CS","2023","Project Delivery","Competition and Markets Authority","80","[c]","44460","34110"
"New entrant CS","2023","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Defence Equipment and Support","165","[c]","33280","32200"
"New entrant CS","2023","Project Delivery","Defence Science and Technology Laboratory","195","[c]","33800","30650"
"New entrant CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Education (excl. agencies)","60","[c]","43310","51360"
"New entrant CS","2023","Project Delivery","Department for International Trade","15","[c]","35320","35010"
"New entrant CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Department for Transport (excl. agencies)","15","[c]","45870","46780"
"New entrant CS","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","35","[c]","37630","36650"
"New entrant CS","2023","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Estyn","10","[c]","61210","67100"
"New entrant CS","2023","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","HM Land Registry","20","[c]","32100","28080"
"New entrant CS","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","120","[c]","40190","39110"
"New entrant CS","2023","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Health and Safety Executive","10","[c]","42990","42570"
"New entrant CS","2023","Project Delivery","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Institute for Apprenticeships and Technical Education","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","95","[c]","43860","33940"
"New entrant CS","2023","Project Delivery","Met Office","75","[c]","32330","33680"
"New entrant CS","2023","Project Delivery","Ministry of Defence (excl. agencies)","240","[c]","40060","37420"
"New entrant CS","2023","Project Delivery","Ministry of Justice (excl. agencies)","45","[c]","34980","31270"
"New entrant CS","2023","Project Delivery","National Crime Agency","20","[c]","41340","40440"
"New entrant CS","2023","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Office of Gas and Electricity Markets","30","[c]","45310","42910"
"New entrant CS","2023","Project Delivery","Queen Elizabeth II Centre","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Rural Payments Agency","15","[c]","33350","37300"
"New entrant CS","2023","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Standards and Testing Agency","10","[c]","40340","37870"
"New entrant CS","2023","Project Delivery","Submarine Delivery Agency","215","[c]","33150","32500"
"New entrant CS","2023","Project Delivery","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
